,회사ID,년도,월,연월,월별_연금보험료,월별_직원수,연매출액,전년도(기록연도)_대비_매출액_증감률,연평균_직원수,전년도(기록연도)_대비_직원수_증감률
1535,145569,2018,12,201812,7737340,31,4085321,0.0,29.75,0.14057507987220452
1536,148106,2015,11,201511,3649020,15,13898274,,15.0,
1537,148106,2015,12,201512,3649020,15,13898274,0.0,15.0,
1538,148106,2016,01,201601,4251120,17,15756354,0.13369142096349518,19.833333333333332,0.3222222222222222
1539,148106,2016,02,201602,4403220,18,15756354,0.0,19.833333333333332,0.3222222222222222
1540,148106,2016,03,201603,4277580,18,15756354,0.0,19.833333333333332,0.3222222222222222
1541,148106,2016,04,201604,4449480,19,15756354,0.0,19.833333333333332,0.3222222222222222
1542,148106,2016,05,201605,4449480,19,15756354,0.0,19.833333333333332,0.3222222222222222
1543,148106,2016,06,201606,4658280,21,15756354,0.0,19.833333333333332,0.3222222222222222
1544,148106,2016,07,201607,4892360,21,15756354,0.0,19.833333333333332,0.3222222222222222
1545,148106,2016,08,201608,4892360,21,15756354,0.0,19.833333333333332,0.3222222222222222
1546,148106,2016,09,201609,4892360,21,15756354,0.0,19.833333333333332,0.3222222222222222
1547,148106,2016,10,201610,4892360,21,15756354,0.0,19.833333333333332,0.3222222222222222
1548,148106,2016,11,201611,4892360,21,15756354,0.0,19.833333333333332,0.3222222222222222
1549,148106,2016,12,201612,4892360,21,15756354,0.0,19.833333333333332,0.3222222222222222
1550,148106,2017,01,201701,5315360,24,17001291,0.07901174345283168,23.416666666666668,0.18067226890756305
1551,148106,2017,02,201702,5431460,25,17001291,0.0,23.416666666666668,0.18067226890756305
1552,148106,2017,03,201703,6161360,27,17001291,0.0,23.416666666666668,0.18067226890756305
1553,148106,2017,04,201704,6295460,28,17001291,0.0,23.416666666666668,0.18067226890756305
1554,148106,2017,05,201705,5502560,24,17001291,0.0,23.416666666666668,0.18067226890756305
1555,148106,2017,06,201706,5120420,22,17001291,0.0,23.416666666666668,0.18067226890756305
1556,148106,2017,07,201707,5708000,21,17001291,0.0,23.416666666666668,0.18067226890756305
1557,148106,2017,08,201708,5398500,21,17001291,0.0,23.416666666666668,0.18067226890756305
1558,148106,2017,09,201709,5622060,22,17001291,0.0,23.416666666666668,0.18067226890756305
1559,148106,2017,10,201710,5725560,22,17001291,0.0,23.416666666666668,0.18067226890756305
1560,148106,2017,11,201711,5725560,22,17001291,0.0,23.416666666666668,0.18067226890756305
1561,148106,2017,12,201712,5859660,23,17001291,0.0,23.416666666666668,0.18067226890756305
1562,148106,2018,01,201801,5825380,23,18821505,0.10706328125317066,25.583333333333332,0.092526690391459
1563,148106,2018,02,201802,5967580,24,18821505,0.0,25.583333333333332,0.092526690391459
1564,148106,2018,03,201803,5967580,24,18821505,0.0,25.583333333333332,0.092526690391459
1565,148106,2018,04,201804,5530460,23,18821505,0.0,25.583333333333332,0.092526690391459
1566,148106,2018,05,201805,5995760,26,18821505,0.0,25.583333333333332,0.092526690391459
1567,148106,2018,06,201806,5853560,25,18821505,0.0,25.583333333333332,0.092526690391459
1568,148106,2018,07,201807,7093640,27,18821505,0.0,25.583333333333332,0.092526690391459
1569,148106,2018,08,201808,6737240,25,18821505,0.0,25.583333333333332,0.092526690391459
1570,148106,2018,09,201809,7045940,27,18821505,0.0,25.583333333333332,0.092526690391459
1571,148106,2018,10,201810,7188140,28,18821505,0.0,25.583333333333332,0.092526690391459
1572,148106,2018,11,201811,7277240,29,18821505,0.0,25.583333333333332,0.092526690391459
1573,148106,2018,12,201812,6850640,26,18821505,0.0,25.583333333333332,0.092526690391459
1574,151715,2015,11,201511,1666800,7,3678366,,7.0,
1575,151715,2015,12,201512,1784160,7,3678366,0.0,7.0,
1576,151715,2016,01,201601,1784160,7,9497678,1.5820372415360517,7.0,0.0
1577,151715,2016,02,201602,1950840,7,9497678,0.0,7.0,0.0
1578,151715,2016,03,201603,1950840,7,9497678,0.0,7.0,0.0
1579,151715,2016,04,201604,1950840,7,9497678,0.0,7.0,0.0
1580,151715,2016,05,201605,1950840,7,9497678,0.0,7.0,0.0
1581,151715,2016,06,201606,1950840,7,9497678,0.0,7.0,0.0
1582,151715,2016,07,201607,2034140,7,9497678,0.0,7.0,0.0
1583,151715,2016,08,201608,2034140,7,9497678,0.0,7.0,0.0
1584,151715,2016,09,201609,2034140,7,9497678,0.0,7.0,0.0
1585,151715,2016,10,201610,2034140,7,9497678,0.0,7.0,0.0
1586,151715,2016,11,201611,2034140,7,9497678,0.0,7.0,0.0
1587,151715,2016,12,201612,2034140,7,9497678,0.0,7.0,0.0
1588,151715,2018,01,201801,5718280,23,36310650,2.8231081323245535,19.333333333333332,1.7619047619047619
1589,151715,2018,02,201802,4699920,21,36310650,0.0,19.333333333333332,1.7619047619047619
1590,151715,2018,03,201803,4601560,22,36310650,0.0,19.333333333333332,1.7619047619047619
1591,151715,2018,04,201804,4763560,23,36310650,0.0,19.333333333333332,1.7619047619047619
1592,151715,2018,05,201805,5111600,24,36310650,0.0,19.333333333333332,1.7619047619047619
1593,151715,2018,06,201806,4062940,18,36310650,0.0,19.333333333333332,1.7619047619047619
1594,151715,2018,07,201807,4158000,18,36310650,0.0,19.333333333333332,1.7619047619047619
1595,151715,2018,08,201808,3903580,17,36310650,0.0,19.333333333333332,1.7619047619047619
1596,151715,2018,09,201809,3574920,15,36310650,0.0,19.333333333333332,1.7619047619047619
1597,151715,2018,10,201810,3574920,15,36310650,0.0,19.333333333333332,1.7619047619047619
1598,151715,2018,11,201811,3331920,14,36310650,0.0,19.333333333333332,1.7619047619047619
1599,151715,2018,12,201812,5681180,22,36310650,0.0,19.333333333333332,1.7619047619047619
1600,155877,2016,01,201601,1404080,6,1584167,,6.916666666666667,
1601,155877,2016,02,201602,1404080,6,1584167,0.0,6.916666666666667,
1602,155877,2016,03,201603,1404080,6,1584167,0.0,6.916666666666667,
1603,155877,2016,04,201604,1539080,7,1584167,0.0,6.916666666666667,
1604,155877,2016,05,201605,1539080,7,1584167,0.0,6.916666666666667,
1605,155877,2016,06,201606,1539080,7,1584167,0.0,6.916666666666667,
1606,155877,2016,07,201607,1943440,8,1584167,0.0,6.916666666666667,
1607,155877,2016,08,201608,1626820,7,1584167,0.0,6.916666666666667,
1608,155877,2016,09,201609,1626820,7,1584167,0.0,6.916666666666667,
1609,155877,2016,10,201610,1598740,7,1584167,0.0,6.916666666666667,
1610,155877,2016,11,201611,1598740,7,1584167,0.0,6.916666666666667,
1611,155877,2016,12,201612,1733740,8,1584167,0.0,6.916666666666667,
1612,155877,2017,01,201701,1733740,8,5207083,2.286953332571629,12.75,0.8433734939759034
1613,155877,2017,02,201702,1733740,8,5207083,0.0,12.75,0.8433734939759034
1614,155877,2017,03,201703,2003740,10,5207083,0.0,12.75,0.8433734939759034
1615,155877,2017,04,201704,2138740,11,5207083,0.0,12.75,0.8433734939759034
1616,155877,2017,05,201705,2138740,11,5207083,0.0,12.75,0.8433734939759034
1617,155877,2017,06,201706,2138740,11,5207083,0.0,12.75,0.8433734939759034
1618,155877,2017,07,201707,2361200,11,5207083,0.0,12.75,0.8433734939759034
1619,155877,2017,08,201708,2226200,10,5207083,0.0,12.75,0.8433734939759034
1620,155877,2017,09,201709,3387840,18,5207083,0.0,12.75,0.8433734939759034
1621,155877,2017,10,201710,3230080,17,5207083,0.0,12.75,0.8433734939759034
1622,155877,2017,11,201711,3365080,18,5207083,0.0,12.75,0.8433734939759034
1623,155877,2017,12,201712,3677020,20,5207083,0.0,12.75,0.8433734939759034
1624,155877,2018,01,201801,3677020,20,9326978,0.7912097809848624,21.166666666666668,0.6601307189542485
1625,155877,2018,02,201802,3839020,21,9326978,0.0,21.166666666666668,0.6601307189542485
1626,155877,2018,03,201803,3839020,21,9326978,0.0,21.166666666666668,0.6601307189542485
1627,155877,2018,04,201804,3839020,21,9326978,0.0,21.166666666666668,0.6601307189542485
1628,155877,2018,05,201805,3690520,20,9326978,0.0,21.166666666666668,0.6601307189542485
1629,155877,2018,06,201806,3801580,20,9326978,0.0,21.166666666666668,0.6601307189542485
1630,155877,2018,07,201807,4293300,20,9326978,0.0,21.166666666666668,0.6601307189542485
1631,155877,2018,08,201808,4635300,21,9326978,0.0,21.166666666666668,0.6601307189542485
1632,155877,2018,09,201809,4577260,21,9326978,0.0,21.166666666666668,0.6601307189542485
1633,155877,2018,10,201810,4577260,21,9326978,0.0,21.166666666666668,0.6601307189542485
1634,155877,2018,11,201811,4757260,22,9326978,0.0,21.166666666666668,0.6601307189542485
1635,155877,2018,12,201812,5449800,26,9326978,0.0,21.166666666666668,0.6601307189542485
1636,158489,2015,11,201511,2335180,11,5552484,,12.5,
1637,158489,2015,12,201512,2830180,14,5552484,0.0,12.5,
1638,158489,2016,01,201601,2830180,14,9155715,0.6489403661496369,14.333333333333334,0.14666666666666672
1639,158489,2016,02,201602,3037180,15,9155715,0.0,14.333333333333334,0.14666666666666672
1640,158489,2016,03,201603,2866180,14,9155715,0.0,14.333333333333334,0.14666666666666672
1641,158489,2016,04,201604,2983180,14,9155715,0.0,14.333333333333334,0.14666666666666672
1642,158489,2016,05,201605,2596180,12,9155715,0.0,14.333333333333334,0.14666666666666672
1643,158489,2016,06,201606,2596180,12,9155715,0.0,14.333333333333334,0.14666666666666672
1644,158489,2016,07,201607,3429500,14,9155715,0.0,14.333333333333334,0.14666666666666672
1645,158489,2016,08,201608,3429500,14,9155715,0.0,14.333333333333334,0.14666666666666672
1646,158489,2016,09,201609,3708500,15,9155715,0.0,14.333333333333334,0.14666666666666672
1647,158489,2016,10,201610,3906500,16,9155715,0.0,14.333333333333334,0.14666666666666672
1648,158489,2016,11,201611,3987500,16,9155715,0.0,14.333333333333334,0.14666666666666672
1649,158489,2016,12,201612,3987500,16,9155715,0.0,14.333333333333334,0.14666666666666672
1650,158489,2018,01,201801,4971580,17,18600335,1.0315546082419558,18.583333333333332,0.2965116279069766
1651,158489,2018,02,201802,4701580,16,18600335,0.0,18.583333333333332,0.2965116279069766
1652,158489,2018,03,201803,4962580,17,18600335,0.0,18.583333333333332,0.2965116279069766
1653,158489,2018,04,201804,5358580,18,18600335,0.0,18.583333333333332,0.2965116279069766
1654,158489,2018,05,201805,5358580,18,18600335,0.0,18.583333333333332,0.2965116279069766
1655,158489,2018,06,201806,5700580,19,18600335,0.0,18.583333333333332,0.2965116279069766
1656,158489,2018,07,201807,6374480,19,18600335,0.0,18.583333333333332,0.2965116279069766
1657,158489,2018,08,201808,6368100,19,18600335,0.0,18.583333333333332,0.2965116279069766
1658,158489,2018,09,201809,6368100,19,18600335,0.0,18.583333333333332,0.2965116279069766
1659,158489,2018,10,201810,6368100,19,18600335,0.0,18.583333333333332,0.2965116279069766
1660,158489,2018,11,201811,6926100,21,18600335,0.0,18.583333333333332,0.2965116279069766
1661,158489,2018,12,201812,6926100,21,18600335,0.0,18.583333333333332,0.2965116279069766
1662,158695,2015,11,201511,2488280,12,5955107,,12.0,
1663,158695,2015,12,201512,2497280,12,5955107,0.0,12.0,
1664,158695,2016,01,201601,2677280,13,9420169,0.5818639362819173,13.166666666666666,0.0972222222222221
1665,158695,2016,02,201602,2677280,13,9420169,0.0,13.166666666666666,0.0972222222222221
1666,158695,2016,03,201603,2902280,14,9420169,0.0,13.166666666666666,0.0972222222222221
1667,158695,2016,04,201604,2902280,14,9420169,0.0,13.166666666666666,0.0972222222222221
1668,158695,2016,05,201605,2923160,14,9420169,0.0,13.166666666666666,0.0972222222222221
1669,158695,2016,06,201606,2702400,14,9420169,0.0,13.166666666666666,0.0972222222222221
1670,158695,2016,07,201607,2780160,14,9420169,0.0,13.166666666666666,0.0972222222222221
1671,158695,2016,08,201608,2761900,13,9420169,0.0,13.166666666666666,0.0972222222222221
1672,158695,2016,09,201609,2761900,13,9420169,0.0,13.166666666666666,0.0972222222222221
1673,158695,2016,10,201610,2608900,12,9420169,0.0,13.166666666666666,0.0972222222222221
1674,158695,2016,11,201611,2608900,12,9420169,0.0,13.166666666666666,0.0972222222222221
1675,158695,2016,12,201612,2608900,12,9420169,0.0,13.166666666666666,0.0972222222222221
1676,158695,2018,01,201801,3382880,17,10897985,0.15687786493002398,18.0,0.36708860759493667
1677,158695,2018,02,201802,3796880,19,10897985,0.0,18.0,0.36708860759493667
1678,158695,2018,03,201803,3796880,19,10897985,0.0,18.0,0.36708860759493667
1679,158695,2018,04,201804,3796880,19,10897985,0.0,18.0,0.36708860759493667
1680,158695,2018,05,201805,3796880,19,10897985,0.0,18.0,0.36708860759493667
1681,158695,2018,06,201806,3850880,19,10897985,0.0,18.0,0.36708860759493667
1682,158695,2018,07,201807,4107780,19,10897985,0.0,18.0,0.36708860759493667
1683,158695,2018,08,201808,3711780,17,10897985,0.0,18.0,0.36708860759493667
1684,158695,2018,09,201809,3711780,17,10897985,0.0,18.0,0.36708860759493667
1685,158695,2018,10,201810,3648420,17,10897985,0.0,18.0,0.36708860759493667
1686,158695,2018,11,201811,3801420,18,10897985,0.0,18.0,0.36708860759493667
1687,158695,2018,12,201812,3473740,16,10897985,0.0,18.0,0.36708860759493667
1688,159038,2016,01,201601,2122360,10,2217139,,11.666666666666666,
1689,159038,2016,02,201602,3086160,14,2217139,0.0,11.666666666666666,
1690,159038,2016,03,201603,2277060,10,2217139,0.0,11.666666666666666,
1691,159038,2016,04,201604,2465340,11,2217139,0.0,11.666666666666666,
1692,159038,2016,05,201605,2465340,11,2217139,0.0,11.666666666666666,
1693,159038,2016,06,201606,2467480,11,2217139,0.0,11.666666666666666,
1694,159038,2016,07,201607,2927920,13,2217139,0.0,11.666666666666666,
1695,159038,2016,08,201608,2927920,13,2217139,0.0,11.666666666666666,
1696,159038,2016,09,201609,2735860,12,2217139,0.0,11.666666666666666,
1697,159038,2016,10,201610,2507080,11,2217139,0.0,11.666666666666666,
1698,159038,2016,11,201611,2732080,12,2217139,0.0,11.666666666666666,
1699,159038,2016,12,201612,2732080,12,2217139,0.0,11.666666666666666,
1700,159038,2017,01,201701,2732080,12,2693261,0.21474612101451473,13.75,0.1785714285714286
1701,159038,2017,02,201702,2732080,12,2693261,0.0,13.75,0.1785714285714286
1702,159038,2017,03,201703,2930080,13,2693261,0.0,13.75,0.1785714285714286
1703,159038,2017,04,201704,2831800,12,2693261,0.0,13.75,0.1785714285714286
1704,159038,2017,05,201705,3285120,14,2693261,0.0,13.75,0.1785714285714286
1705,159038,2017,06,201706,3497420,15,2693261,0.0,13.75,0.1785714285714286
1706,159038,2017,07,201707,3376640,14,2693261,0.0,13.75,0.1785714285714286
1707,159038,2017,08,201708,3376640,14,2693261,0.0,13.75,0.1785714285714286
1708,159038,2017,09,201709,3617840,15,2693261,0.0,13.75,0.1785714285714286
1709,159038,2017,10,201710,3617840,15,2693261,0.0,13.75,0.1785714285714286
1710,159038,2017,11,201711,3551040,15,2693261,0.0,13.75,0.1785714285714286
1711,159038,2017,12,201712,3330740,14,2693261,0.0,13.75,0.1785714285714286
1712,159038,2018,01,201801,3330740,14,2923789,0.0855943779678241,18.416666666666668,0.3393939393939396
1713,159038,2018,02,201802,3600740,15,2923789,0.0,18.416666666666668,0.3393939393939396
1714,159038,2018,03,201803,4282560,18,2923789,0.0,18.416666666666668,0.3393939393939396
1715,159038,2018,04,201804,4282560,18,2923789,0.0,18.416666666666668,0.3393939393939396
1716,159038,2018,05,201805,4282560,18,2923789,0.0,18.416666666666668,0.3393939393939396
1717,159038,2018,06,201806,4514120,19,2923789,0.0,18.416666666666668,0.3393939393939396
1718,159038,2018,07,201807,4914900,20,2923789,0.0,18.416666666666668,0.3393939393939396
1719,159038,2018,08,201808,4711860,19,2923789,0.0,18.416666666666668,0.3393939393939396
1720,159038,2018,09,201809,5020820,20,2923789,0.0,18.416666666666668,0.3393939393939396
1721,159038,2018,10,201810,4939380,20,2923789,0.0,18.416666666666668,0.3393939393939396
1722,159038,2018,11,201811,4939380,20,2923789,0.0,18.416666666666668,0.3393939393939396
1723,159038,2018,12,201812,5122900,20,2923789,0.0,18.416666666666668,0.3393939393939396
1724,159487,2015,11,201511,2809240,9,3178615,,9.5,
1725,159487,2015,12,201512,3038740,10,3178615,0.0,9.5,
1726,159487,2016,01,201601,3038740,10,4654188,0.4642188500337412,10.0,0.05263157894736836
1727,159487,2016,02,201602,3038740,10,4654188,0.0,10.0,0.05263157894736836
1728,159487,2016,03,201603,3038740,10,4654188,0.0,10.0,0.05263157894736836
1729,159487,2016,04,201604,3038740,10,4654188,0.0,10.0,0.05263157894736836
1730,159487,2016,05,201605,3038740,10,4654188,0.0,10.0,0.05263157894736836
1731,159487,2016,06,201606,3038740,10,4654188,0.0,10.0,0.05263157894736836
1732,159487,2016,07,201607,3147360,10,4654188,0.0,10.0,0.05263157894736836
1733,159487,2016,08,201608,3147360,10,4654188,0.0,10.0,0.05263157894736836
1734,159487,2016,09,201609,3147360,10,4654188,0.0,10.0,0.05263157894736836
1735,159487,2016,10,201610,3147360,10,4654188,0.0,10.0,0.05263157894736836
1736,159487,2016,11,201611,3147360,10,4654188,0.0,10.0,0.05263157894736836
1737,159487,2016,12,201612,3147360,10,4654188,0.0,10.0,0.05263157894736836
1738,159487,2017,01,201701,3147360,10,10462282,1.2479285323240057,13.5,0.3500000000000001
1739,159487,2017,02,201702,3448320,12,10462282,0.0,13.5,0.3500000000000001
1740,159487,2017,03,201703,3583320,13,10462282,0.0,13.5,0.3500000000000001
1741,159487,2017,04,201704,3192720,12,10462282,0.0,13.5,0.3500000000000001
1742,159487,2017,05,201705,3433920,13,10462282,0.0,13.5,0.3500000000000001
1743,159487,2017,06,201706,3831340,14,10462282,0.0,13.5,0.3500000000000001
1744,159487,2017,07,201707,3663480,13,10462282,0.0,13.5,0.3500000000000001
1745,159487,2017,08,201708,3701900,13,10462282,0.0,13.5,0.3500000000000001
1746,159487,2017,09,201709,3701900,13,10462282,0.0,13.5,0.3500000000000001
1747,159487,2017,10,201710,3437320,12,10462282,0.0,13.5,0.3500000000000001
1748,159487,2017,11,201711,5033960,18,10462282,0.0,13.5,0.3500000000000001
1749,159487,2017,12,201712,5362720,19,10462282,0.0,13.5,0.3500000000000001
1750,159487,2018,01,201801,5380720,19,10482295,0.0019128713984195578,16.75,0.2407407407407407
1751,159487,2018,02,201802,5205940,18,10482295,0.0,16.75,0.2407407407407407
1752,159487,2018,03,201803,4984000,17,10482295,0.0,16.75,0.2407407407407407
1753,159487,2018,04,201804,4984000,17,10482295,0.0,16.75,0.2407407407407407
1754,159487,2018,05,201805,4984000,17,10482295,0.0,16.75,0.2407407407407407
1755,159487,2018,06,201806,4984000,17,10482295,0.0,16.75,0.2407407407407407
1756,159487,2018,07,201807,5452140,16,10482295,0.0,16.75,0.2407407407407407
1757,159487,2018,08,201808,5452140,16,10482295,0.0,16.75,0.2407407407407407
1758,159487,2018,09,201809,5452140,16,10482295,0.0,16.75,0.2407407407407407
1759,159487,2018,10,201810,5452140,16,10482295,0.0,16.75,0.2407407407407407
1760,159487,2018,11,201811,5452140,16,10482295,0.0,16.75,0.2407407407407407
1761,159487,2018,12,201812,5452140,16,10482295,0.0,16.75,0.2407407407407407
1762,160641,2015,11,201511,1670380,9,8756108,,8.5,
1763,160641,2015,12,201512,1431880,8,8756108,0.0,8.5,
1764,160641,2016,01,201601,1233880,7,11956848,0.3655436867612871,10.0,0.17647058823529416
1765,160641,2016,02,201602,1733280,9,11956848,0.0,10.0,0.17647058823529416
1766,160641,2016,03,201603,2015240,10,11956848,0.0,10.0,0.17647058823529416
1767,160641,2016,04,201604,2015240,10,11956848,0.0,10.0,0.17647058823529416
1768,160641,2016,05,201605,2156180,11,11956848,0.0,10.0,0.17647058823529416
1769,160641,2016,06,201606,2354180,12,11956848,0.0,10.0,0.17647058823529416
1770,160641,2016,07,201607,2086440,10,11956848,0.0,10.0,0.17647058823529416
1771,160641,2016,08,201608,1806000,9,11956848,0.0,10.0,0.17647058823529416
1772,160641,2016,09,201609,1781960,9,11956848,0.0,10.0,0.17647058823529416
1773,160641,2016,10,201610,1781960,9,11956848,0.0,10.0,0.17647058823529416
1774,160641,2016,11,201611,2375860,12,11956848,0.0,10.0,0.17647058823529416
1775,160641,2016,12,201612,2375860,12,11956848,0.0,10.0,0.17647058823529416
1776,160641,2017,01,201701,2225920,11,16921768,0.4152365238731812,12.416666666666666,0.2416666666666667
1777,160641,2017,02,201702,2225920,11,16921768,0.0,12.416666666666666,0.2416666666666667
1778,160641,2017,03,201703,2225920,11,16921768,0.0,12.416666666666666,0.2416666666666667
1779,160641,2017,04,201704,2150960,11,16921768,0.0,12.416666666666666,0.2416666666666667
1780,160641,2017,05,201705,2316020,12,16921768,0.0,12.416666666666666,0.2416666666666667
1781,160641,2017,06,201706,2116580,11,16921768,0.0,12.416666666666666,0.2416666666666667
1782,160641,2017,07,201707,2422920,12,16921768,0.0,12.416666666666666,0.2416666666666667
1783,160641,2017,08,201708,2422920,12,16921768,0.0,12.416666666666666,0.2416666666666667
1784,160641,2017,09,201709,2422920,12,16921768,0.0,12.416666666666666,0.2416666666666667
1785,160641,2017,10,201710,2827020,13,16921768,0.0,12.416666666666666,0.2416666666666667
1786,160641,2017,11,201711,3439100,17,16921768,0.0,12.416666666666666,0.2416666666666667
1787,160641,2017,12,201712,3232540,16,16921768,0.0,12.416666666666666,0.2416666666666667
1788,160641,2018,01,201801,3574540,18,21058628,0.2444697268039604,17.25,0.38926174496644306
1789,160641,2018,02,201802,3439100,17,21058628,0.0,17.25,0.38926174496644306
1790,160641,2018,03,201803,3515600,17,21058628,0.0,17.25,0.38926174496644306
1791,160641,2018,04,201804,3680560,18,21058628,0.0,17.25,0.38926174496644306
1792,160641,2018,05,201805,3509560,17,21058628,0.0,17.25,0.38926174496644306
1793,160641,2018,06,201806,3749500,18,21058628,0.0,17.25,0.38926174496644306
1794,160641,2018,07,201807,3647540,17,21058628,0.0,17.25,0.38926174496644306
1795,160641,2018,08,201808,3819980,18,21058628,0.0,17.25,0.38926174496644306
1796,160641,2018,09,201809,3530640,17,21058628,0.0,17.25,0.38926174496644306
1797,160641,2018,10,201810,3324540,16,21058628,0.0,17.25,0.38926174496644306
1798,160641,2018,11,201811,3294660,16,21058628,0.0,17.25,0.38926174496644306
1799,160641,2018,12,201812,3662120,18,21058628,0.0,17.25,0.38926174496644306
1800,161911,2015,11,201511,2906440,11,3700488,,11.0,
1801,161911,2015,12,201512,2906440,11,3700488,0.0,11.0,
1802,161911,2016,01,201601,2771440,10,9218173,1.4910695562315026,11.25,0.022727272727272707
1803,161911,2016,02,201602,2771440,10,9218173,0.0,11.25,0.022727272727272707
1804,161911,2016,03,201603,2924440,11,9218173,0.0,11.25,0.022727272727272707
1805,161911,2016,04,201604,2735440,10,9218173,0.0,11.25,0.022727272727272707
1806,161911,2016,05,201605,2735440,10,9218173,0.0,11.25,0.022727272727272707
1807,161911,2016,06,201606,3261940,12,9218173,0.0,11.25,0.022727272727272707
1808,161911,2016,07,201607,3436000,11,9218173,0.0,11.25,0.022727272727272707
1809,161911,2016,08,201608,3436000,11,9218173,0.0,11.25,0.022727272727272707
1810,161911,2016,09,201609,3436000,11,9218173,0.0,11.25,0.022727272727272707
1811,161911,2016,10,201610,3436000,11,9218173,0.0,11.25,0.022727272727272707
1812,161911,2016,11,201611,4021000,14,9218173,0.0,11.25,0.022727272727272707
1813,161911,2016,12,201612,4021000,14,9218173,0.0,11.25,0.022727272727272707
1814,161911,2018,01,201801,4146440,15,9827577,0.0661089784277209,15.916666666666666,0.41481481481481475
1815,161911,2018,02,201802,3932880,14,9827577,0.0,15.916666666666666,0.41481481481481475
1816,161911,2018,03,201803,4472880,16,9827577,0.0,15.916666666666666,0.41481481481481475
1817,161911,2018,04,201804,4621380,17,9827577,0.0,15.916666666666666,0.41481481481481475
1818,161911,2018,05,201805,4472880,16,9827577,0.0,15.916666666666666,0.41481481481481475
1819,161911,2018,06,201806,4472880,16,9827577,0.0,15.916666666666666,0.41481481481481475
1820,161911,2018,07,201807,4258080,15,9827577,0.0,15.916666666666666,0.41481481481481475
1821,161911,2018,08,201808,4703580,17,9827577,0.0,15.916666666666666,0.41481481481481475
1822,161911,2018,09,201809,4703580,17,9827577,0.0,15.916666666666666,0.41481481481481475
1823,161911,2018,10,201810,4460580,16,9827577,0.0,15.916666666666666,0.41481481481481475
1824,161911,2018,11,201811,4460580,16,9827577,0.0,15.916666666666666,0.41481481481481475
1825,161911,2018,12,201812,4460580,16,9827577,0.0,15.916666666666666,0.41481481481481475
1826,162868,2016,04,201604,902960,4,2914265,,9.11111111111111,
1827,162868,2016,05,201605,1602620,7,2914265,0.0,9.11111111111111,
1828,162868,2016,06,201606,2022560,9,2914265,0.0,9.11111111111111,
1829,162868,2016,07,201607,2007260,9,2914265,0.0,9.11111111111111,
1830,162868,2016,08,201608,2070260,10,2914265,0.0,9.11111111111111,
1831,162868,2016,09,201609,2098600,10,2914265,0.0,9.11111111111111,
1832,162868,2016,10,201610,2130920,10,2914265,0.0,9.11111111111111,
1833,162868,2016,11,201611,2388680,12,2914265,0.0,9.11111111111111,
1834,162868,2016,12,201612,2339260,11,2914265,0.0,9.11111111111111,
1835,162868,2017,01,201701,2360040,11,11438371,2.924959123483966,12.583333333333334,0.38109756097561
1836,162868,2017,02,201702,2142600,10,11438371,0.0,12.583333333333334,0.38109756097561
1837,162868,2017,03,201703,2350940,11,11438371,0.0,12.583333333333334,0.38109756097561
1838,162868,2017,04,201704,2350940,11,11438371,0.0,12.583333333333334,0.38109756097561
1839,162868,2017,05,201705,2502840,12,11438371,0.0,12.583333333333334,0.38109756097561
1840,162868,2017,06,201706,2962840,13,11438371,0.0,12.583333333333334,0.38109756097561
1841,162868,2017,07,201707,3141680,13,11438371,0.0,12.583333333333334,0.38109756097561
1842,162868,2017,08,201708,2933340,12,11438371,0.0,12.583333333333334,0.38109756097561
1843,162868,2017,09,201709,3125040,13,11438371,0.0,12.583333333333334,0.38109756097561
1844,162868,2017,10,201710,3461820,15,11438371,0.0,12.583333333333334,0.38109756097561
1845,162868,2017,11,201711,3461820,15,11438371,0.0,12.583333333333334,0.38109756097561
1846,162868,2017,12,201712,3461820,15,11438371,0.0,12.583333333333334,0.38109756097561
1847,162868,2018,01,201801,3461820,15,14197301,0.24119955542620541,15.75,0.2516556291390728
1848,162868,2018,02,201802,3253480,14,14197301,0.0,15.75,0.2516556291390728
1849,162868,2018,03,201803,3253480,14,14197301,0.0,15.75,0.2516556291390728
1850,162868,2018,04,201804,3461820,15,14197301,0.0,15.75,0.2516556291390728
1851,162868,2018,05,201805,3713820,16,14197301,0.0,15.75,0.2516556291390728
1852,162868,2018,06,201806,3922160,17,14197301,0.0,15.75,0.2516556291390728
1853,162868,2018,07,201807,4217300,17,14197301,0.0,15.75,0.2516556291390728
1854,162868,2018,08,201808,4092200,16,14197301,0.0,15.75,0.2516556291390728
1855,162868,2018,09,201809,4298480,16,14197301,0.0,15.75,0.2516556291390728
1856,162868,2018,10,201810,4506820,17,14197301,0.0,15.75,0.2516556291390728
1857,162868,2018,11,201811,4506820,17,14197301,0.0,15.75,0.2516556291390728
1858,162868,2018,12,201812,4090140,15,14197301,0.0,15.75,0.2516556291390728
1859,163400,2016,01,201601,564480,5,698583,,9.0,
1860,163400,2016,02,201602,762480,7,698583,0.0,9.0,
1861,163400,2016,03,201603,852480,8,698583,0.0,9.0,
1862,163400,2016,04,201604,1131480,10,698583,0.0,9.0,
1863,163400,2016,05,201605,1131480,10,698583,0.0,9.0,
1864,163400,2016,06,201606,1608480,14,698583,0.0,9.0,
1865,163400,2016,07,201607,1384340,12,698583,0.0,9.0,
1866,163400,2016,08,201608,996900,8,698583,0.0,9.0,
1867,163400,2016,09,201609,1159440,9,698583,0.0,9.0,
