회사ID,년도,월,연월,월별_연금보험료,월별_직원수,연매출액,전년도(기록연도)_대비_매출액_증감률,연평균_직원수,전년도(기록연도)_대비_직원수_증감률
232757,2017,1,201701,7743220,43,256498559,0.53544293,41,0.058064516
232757,2017,2,201702,8026100,44,256498559,0.53544293,41,0.058064516
232757,2017,3,201703,7352380,41,256498559,0.53544293,41,0.058064516
232757,2017,4,201704,7365260,41,256498559,0.53544293,41,0.058064516
232757,2017,5,201705,7365260,41,256498559,0.53544293,41,0.058064516
232757,2017,6,201706,7365260,41,256498559,0.53544293,41,0.058064516
232757,2017,7,201707,7639020,41,256498559,0.53544293,41,0.058064516
232757,2017,8,201708,7456960,40,256498559,0.53544293,41,0.058064516
232757,2017,9,201709,7471020,40,256498559,0.53544293,41,0.058064516
232757,2017,10,201710,7828680,41,256498559,0.53544293,41,0.058064516
232757,2017,11,201711,7451400,38,256498559,0.53544293,41,0.058064516
232757,2017,12,201712,7967280,41,256498559,0.53544293,41,0.058064516
232757,2018,1,201801,8181900,43,294131018,0.146716064,43.91666667,0.071138211
232757,2018,2,201802,7610780,40,294131018,0.146716064,43.91666667,0.071138211
232757,2018,3,201803,7135580,38,294131018,0.146716064,43.91666667,0.071138211
232757,2018,4,201804,6958560,37,294131018,0.146716064,43.91666667,0.071138211
232757,2018,5,201805,8618520,43,294131018,0.146716064,43.91666667,0.071138211
232757,2018,6,201806,8858460,44,294131018,0.146716064,43.91666667,0.071138211
232757,2018,7,201807,10594440,50,294131018,0.146716064,43.91666667,0.071138211
232757,2018,8,201808,10157600,48,294131018,0.146716064,43.91666667,0.071138211
232757,2018,9,201809,9917660,47,294131018,0.146716064,43.91666667,0.071138211
232757,2018,10,201810,9902720,47,294131018,0.146716064,43.91666667,0.071138211
232757,2018,11,201811,9513660,45,294131018,0.146716064,43.91666667,0.071138211
232757,2018,12,201812,9513660,45,294131018,0.146716064,43.91666667,0.071138211
233757,2015,11,201511,2043240,10,9835158,,12.5,
233757,2015,12,201512,2691240,15,9835158,,12.5,
233757,2016,1,201601,2710780,15,30229862,2.073652909,20.58333333,0.646666667
233757,2016,2,201602,2311460,13,30229862,2.073652909,20.58333333,0.646666667
233757,2016,3,201603,2311460,13,30229862,2.073652909,20.58333333,0.646666667
233757,2016,4,201604,3691160,17,30229862,2.073652909,20.58333333,0.646666667
233757,2016,5,201605,3753260,19,30229862,2.073652909,20.58333333,0.646666667
233757,2016,6,201606,4663160,23,30229862,2.073652909,20.58333333,0.646666667
233757,2016,7,201607,5065980,24,30229862,2.073652909,20.58333333,0.646666667
233757,2016,8,201608,5317980,25,30229862,2.073652909,20.58333333,0.646666667
233757,2016,9,201609,5206740,23,30229862,2.073652909,20.58333333,0.646666667
233757,2016,10,201610,5386740,24,30229862,2.073652909,20.58333333,0.646666667
233757,2016,11,201611,6019080,25,30229862,2.073652909,20.58333333,0.646666667
233757,2016,12,201612,6277920,26,30229862,2.073652909,20.58333333,0.646666667
233757,2017,1,201701,5951400,25,34398681,0.137904004,22.91666667,0.113360324
233757,2017,2,201702,5861400,25,34398681,0.137904004,22.91666667,0.113360324
233757,2017,3,201703,6428400,27,34398681,0.137904004,22.91666667,0.113360324
233757,2017,4,201704,5893800,25,34398681,0.137904004,22.91666667,0.113360324
233757,2017,5,201705,5920800,25,34398681,0.137904004,22.91666667,0.113360324
233757,2017,6,201706,4773580,21,34398681,0.137904004,22.91666667,0.113360324
233757,2017,7,201707,4717560,20,34398681,0.137904004,22.91666667,0.113360324
233757,2017,8,201708,4897560,21,34398681,0.137904004,22.91666667,0.113360324
233757,2017,9,201709,4262700,18,34398681,0.137904004,22.91666667,0.113360324
233757,2017,10,201710,4637100,19,34398681,0.137904004,22.91666667,0.113360324
233757,2017,11,201711,4867860,22,34398681,0.137904004,22.91666667,0.113360324
233757,2017,12,201712,5710260,27,34398681,0.137904004,22.91666667,0.113360324
233757,2018,1,201801,5436020,27,41688077,0.211909172,35,0.527272727
233757,2018,2,201802,5436020,27,41688077,0.211909172,35,0.527272727
233757,2018,3,201803,5806920,27,41688077,0.211909172,35,0.527272727
233757,2018,4,201804,6127760,27,41688077,0.211909172,35,0.527272727
233757,2018,5,201805,7197860,31,41688077,0.211909172,35,0.527272727
233757,2018,6,201806,7874840,33,41688077,0.211909172,35,0.527272727
233757,2018,7,201807,8912380,36,41688077,0.211909172,35,0.527272727
233757,2018,8,201808,9483880,36,41688077,0.211909172,35,0.527272727
233757,2018,9,201809,10409080,39,41688077,0.211909172,35,0.527272727
233757,2018,10,201810,12206640,45,41688077,0.211909172,35,0.527272727
233757,2018,11,201811,12294220,45,41688077,0.211909172,35,0.527272727
233757,2018,12,201812,12890460,47,41688077,0.211909172,35,0.527272727
233895,2015,11,201511,2944160,11,32646673,,11.5,
233895,2015,12,201512,3083040,12,32646673,,11.5,
233895,2016,1,201601,2790540,11,50039609,0.532762894,17,0.47826087
233895,2016,2,201602,3119040,12,50039609,0.532762894,17,0.47826087
233895,2016,3,201603,3749040,14,50039609,0.532762894,17,0.47826087
233895,2016,4,201604,3133440,12,50039609,0.532762894,17,0.47826087
233895,2016,5,201605,5084640,18,50039609,0.532762894,17,0.47826087
233895,2016,6,201606,5399640,19,50039609,0.532762894,17,0.47826087
233895,2016,7,201607,6021720,20,50039609,0.532762894,17,0.47826087
233895,2016,8,201608,6381720,21,50039609,0.532762894,17,0.47826087
233895,2016,9,201609,6066720,20,50039609,0.532762894,17,0.47826087
233895,2016,10,201610,5713920,19,50039609,0.532762894,17,0.47826087
233895,2016,11,201611,5729220,19,50039609,0.532762894,17,0.47826087
233895,2016,12,201612,5729220,19,50039609,0.532762894,17,0.47826087
233895,2017,1,201701,5549220,19,51749021,0.034161178,22.08333333,0.299019608
233895,2017,2,201702,4566420,16,51749021,0.034161178,22.08333333,0.299019608
233895,2017,3,201703,4957020,17,51749021,0.034161178,22.08333333,0.299019608
233895,2017,4,201704,4919220,17,51749021,0.034161178,22.08333333,0.299019608
233895,2017,5,201705,5624820,19,51749021,0.034161178,22.08333333,0.299019608
233895,2017,6,201706,6043940,21,51749021,0.034161178,22.08333333,0.299019608
233895,2017,7,201707,7358560,24,51749021,0.034161178,22.08333333,0.299019608
233895,2017,8,201708,7358560,24,51749021,0.034161178,22.08333333,0.299019608
233895,2017,9,201709,7762660,25,51749021,0.034161178,22.08333333,0.299019608
233895,2017,10,201710,8842660,28,51749021,0.034161178,22.08333333,0.299019608
233895,2017,11,201711,8696860,28,51749021,0.034161178,22.08333333,0.299019608
233895,2017,12,201712,8620820,27,51749021,0.034161178,22.08333333,0.299019608
233895,2018,1,201801,8413820,26,62646273,0.210578902,27.83333333,0.260377358
233895,2018,2,201802,8817920,27,62646273,0.210578902,27.83333333,0.260377358
233895,2018,3,201803,8519040,26,62646273,0.210578902,27.83333333,0.260377358
233895,2018,4,201804,9710460,30,62646273,0.210578902,27.83333333,0.260377358
233895,2018,5,201805,10510560,32,62646273,0.210578902,27.83333333,0.260377358
233895,2018,6,201806,9631980,30,62646273,0.210578902,27.83333333,0.260377358
233895,2018,7,201807,10126560,30,62646273,0.210578902,27.83333333,0.260377358
233895,2018,8,201808,10126560,30,62646273,0.210578902,27.83333333,0.260377358
233895,2018,9,201809,9181580,27,62646273,0.210578902,27.83333333,0.260377358
233895,2018,10,201810,9181580,27,62646273,0.210578902,27.83333333,0.260377358
233895,2018,11,201811,8377880,25,62646273,0.210578902,27.83333333,0.260377358
233895,2018,12,201812,8102220,24,62646273,0.210578902,27.83333333,0.260377358
235514,2015,11,201511,3359660,12,4828576,,14.5,
235514,2015,12,201512,4899740,17,4828576,,14.5,
235514,2016,1,201601,4580240,16,12564359,1.60208372,14.75,0.017241379
235514,2016,2,201602,4594460,16,12564359,1.60208372,14.75,0.017241379
235514,2016,3,201603,4601200,16,12564359,1.60208372,14.75,0.017241379
235514,2016,4,201604,4202140,15,12564359,1.60208372,14.75,0.017241379
235514,2016,5,201605,5176200,18,12564359,1.60208372,14.75,0.017241379
235514,2016,6,201606,4844020,17,12564359,1.60208372,14.75,0.017241379
235514,2016,7,201607,4861020,17,12564359,1.60208372,14.75,0.017241379
235514,2016,8,201608,3412480,12,12564359,1.60208372,14.75,0.017241379
235514,2016,9,201609,3324020,12,12564359,1.60208372,14.75,0.017241379
235514,2016,10,201610,3324020,12,12564359,1.60208372,14.75,0.017241379
235514,2016,11,201611,3604440,13,12564359,1.60208372,14.75,0.017241379
235514,2016,12,201612,3604440,13,12564359,1.60208372,14.75,0.017241379
235514,2018,1,201801,5578920,20,12739794,0.013962909,18.08333333,0.225988701
235514,2018,2,201802,5118740,19,12739794,0.013962909,18.08333333,0.225988701
235514,2018,3,201803,6127440,22,12739794,0.013962909,18.08333333,0.225988701
235514,2018,4,201804,6593280,24,12739794,0.013962909,18.08333333,0.225988701
235514,2018,5,201805,6022140,21,12739794,0.013962909,18.08333333,0.225988701
235514,2018,6,201806,4963940,18,12739794,0.013962909,18.08333333,0.225988701
235514,2018,7,201807,4186220,14,12739794,0.013962909,18.08333333,0.225988701
235514,2018,8,201808,4472600,15,12739794,0.013962909,18.08333333,0.225988701
235514,2018,9,201809,5118800,17,12739794,0.013962909,18.08333333,0.225988701
235514,2018,10,201810,4744220,16,12739794,0.013962909,18.08333333,0.225988701
235514,2018,11,201811,5414900,19,12739794,0.013962909,18.08333333,0.225988701
235514,2018,12,201812,3645420,12,12739794,0.013962909,18.08333333,0.225988701
235680,2016,1,201601,1930500,12,3406797,,14.66666667,
235680,2016,2,201602,1930500,12,3406797,,14.66666667,
235680,2016,3,201603,2628900,14,3406797,,14.66666667,
235680,2016,4,201604,2772900,15,3406797,,14.66666667,
235680,2016,5,201605,2484000,15,3406797,,14.66666667,
235680,2016,6,201606,2439000,14,3406797,,14.66666667,
235680,2016,7,201607,2511660,15,3406797,,14.66666667,
235680,2016,8,201608,2601660,16,3406797,,14.66666667,
235680,2016,9,201609,2848260,16,3406797,,14.66666667,
235680,2016,10,201610,2848260,16,3406797,,14.66666667,
235680,2016,11,201611,2848260,16,3406797,,14.66666667,
235680,2016,12,201612,2713260,15,3406797,,14.66666667,
235680,2017,1,201701,3055260,17,4229271,0.241421488,19.75,0.346590909
235680,2017,2,201702,3055260,17,4229271,0.241421488,19.75,0.346590909
235680,2017,3,201703,3204840,18,4229271,0.241421488,19.75,0.346590909
235680,2017,4,201704,2793260,16,4229271,0.241421488,19.75,0.346590909
235680,2017,5,201705,2955620,17,4229271,0.241421488,19.75,0.346590909
235680,2017,6,201706,3332360,20,4229271,0.241421488,19.75,0.346590909
235680,2017,7,201707,4139960,23,4229271,0.241421488,19.75,0.346590909
235680,2017,8,201708,4226000,23,4229271,0.241421488,19.75,0.346590909
235680,2017,9,201709,4088840,23,4229271,0.241421488,19.75,0.346590909
235680,2017,10,201710,3957260,22,4229271,0.241421488,19.75,0.346590909
235680,2017,11,201711,3745320,21,4229271,0.241421488,19.75,0.346590909
235680,2017,12,201712,3520320,20,4229271,0.241421488,19.75,0.346590909
235680,2018,1,201801,3709320,21,4636293,0.096239281,22.16666667,0.122362869
235680,2018,2,201802,4096680,23,4636293,0.096239281,22.16666667,0.122362869
235680,2018,3,201803,4027380,23,4636293,0.096239281,22.16666667,0.122362869
235680,2018,4,201804,4027380,23,4636293,0.096239281,22.16666667,0.122362869
235680,2018,5,201805,3343380,19,4636293,0.096239281,22.16666667,0.122362869
235680,2018,6,201806,4069560,24,4636293,0.096239281,22.16666667,0.122362869
235680,2018,7,201807,4265780,23,4636293,0.096239281,22.16666667,0.122362869
235680,2018,8,201808,4692300,25,4636293,0.096239281,22.16666667,0.122362869
235680,2018,9,201809,4730740,25,4636293,0.096239281,22.16666667,0.122362869
235680,2018,10,201810,3657240,19,4636293,0.096239281,22.16666667,0.122362869
235680,2018,11,201811,3657240,19,4636293,0.096239281,22.16666667,0.122362869
235680,2018,12,201812,4377040,22,4636293,0.096239281,22.16666667,0.122362869
238384,2016,1,201601,1215520,4,1415944,,4,
238384,2016,2,201602,1215520,4,1415944,,4,
238384,2016,3,201603,1215520,4,1415944,,4,
238384,2016,4,201604,1215520,4,1415944,,4,
238384,2016,5,201605,1215520,4,1415944,,4,
238384,2016,6,201606,1215520,4,1415944,,4,
238384,2016,7,201607,1234800,4,1415944,,4,
238384,2016,8,201608,1234800,4,1415944,,4,
238384,2016,9,201609,1234800,4,1415944,,4,
238384,2016,10,201610,1234800,4,1415944,,4,
238384,2016,11,201611,1234800,4,1415944,,4,
238384,2016,12,201612,1234800,4,1415944,,4,
238384,2017,1,201701,1258200,5,3548104,1.505822264,4.5,0.125
238384,2017,2,201702,1258200,5,3548104,1.505822264,4.5,0.125
238384,2017,3,201703,1258200,5,3548104,1.505822264,4.5,0.125
238384,2017,4,201704,1258200,5,3548104,1.505822264,4.5,0.125
238384,2017,5,201705,1258200,5,3548104,1.505822264,4.5,0.125
238384,2017,6,201706,1258200,5,3548104,1.505822264,4.5,0.125
238384,2017,7,201707,1039400,4,3548104,1.505822264,4.5,0.125
238384,2017,8,201708,1039400,4,3548104,1.505822264,4.5,0.125
238384,2017,9,201709,1039400,4,3548104,1.505822264,4.5,0.125
238384,2017,10,201710,1039400,4,3548104,1.505822264,4.5,0.125
238384,2017,11,201711,1039400,4,3548104,1.505822264,4.5,0.125
238384,2017,12,201712,1039400,4,3548104,1.505822264,4.5,0.125
238384,2018,1,201801,1039400,4,5974526,0.683864396,4.5,0
238384,2018,2,201802,1039400,4,5974526,0.683864396,4.5,0
238384,2018,3,201803,1039400,4,5974526,0.683864396,4.5,0
238384,2018,4,201804,1039400,4,5974526,0.683864396,4.5,0
238384,2018,5,201805,1039400,4,5974526,0.683864396,4.5,0
238384,2018,6,201806,1039400,4,5974526,0.683864396,4.5,0
238384,2018,7,201807,1363220,5,5974526,0.683864396,4.5,0
238384,2018,8,201808,1363220,5,5974526,0.683864396,4.5,0
238384,2018,9,201809,1363220,5,5974526,0.683864396,4.5,0
238384,2018,10,201810,1363220,5,5974526,0.683864396,4.5,0
238384,2018,11,201811,1363220,5,5974526,0.683864396,4.5,0
238384,2018,12,201812,1363220,5,5974526,0.683864396,4.5,0
241475,2015,11,201511,3181660,12,11697146,,12,
241475,2015,12,201512,3181660,12,11697146,,12,
241475,2016,1,201601,3181660,12,17124819,0.464016864,12.25,0.020833333
241475,2016,2,201602,3181660,12,17124819,0.464016864,12.25,0.020833333
241475,2016,3,201603,3181660,12,17124819,0.464016864,12.25,0.020833333
241475,2016,4,201604,3181660,12,17124819,0.464016864,12.25,0.020833333
241475,2016,5,201605,3181660,12,17124819,0.464016864,12.25,0.020833333
241475,2016,6,201606,3181660,12,17124819,0.464016864,12.25,0.020833333
241475,2016,7,201607,3299160,12,17124819,0.464016864,12.25,0.020833333
241475,2016,8,201608,3299160,12,17124819,0.464016864,12.25,0.020833333
241475,2016,9,201609,3299160,12,17124819,0.464016864,12.25,0.020833333
241475,2016,10,201610,3430740,13,17124819,0.464016864,12.25,0.020833333
241475,2016,11,201611,3430740,13,17124819,0.464016864,12.25,0.020833333
241475,2016,12,201612,3430740,13,17124819,0.464016864,12.25,0.020833333
241475,2017,1,201701,3430740,13,17830484,0.041207151,13.91666667,0.136054422
241475,2017,2,201702,3576180,14,17830484,0.041207151,13.91666667,0.136054422
241475,2017,3,201703,3576180,14,17830484,0.041207151,13.91666667,0.136054422
241475,2017,4,201704,3754380,15,17830484,0.041207151,13.91666667,0.136054422
241475,2017,5,201705,3754380,15,17830484,0.041207151,13.91666667,0.136054422
241475,2017,6,201706,3754380,15,17830484,0.041207151,13.91666667,0.136054422
241475,2017,7,201707,4175580,14,17830484,0.041207151,13.91666667,0.136054422
241475,2017,8,201708,4175580,14,17830484,0.041207151,13.91666667,0.136054422
241475,2017,9,201709,4175580,14,17830484,0.041207151,13.91666667,0.136054422
241475,2017,10,201710,3771480,13,17830484,0.041207151,13.91666667,0.136054422
241475,2017,11,201711,3771480,13,17830484,0.041207151,13.91666667,0.136054422
241475,2017,12,201712,3771480,13,17830484,0.041207151,13.91666667,0.136054422
242829,2015,11,201511,1666960,6,3157828,,6,
242829,2015,12,201512,1666960,6,3157828,,6,
242829,2016,1,201601,1666960,6,4506255,0.427010907,6.833333333,0.138888889
242829,2016,2,201602,1666960,6,4506255,0.427010907,6.833333333,0.138888889
242829,2016,3,201603,2035960,7,4506255,0.427010907,6.833333333,0.138888889
242829,2016,4,201604,2035960,7,4506255,0.427010907,6.833333333,0.138888889
242829,2016,5,201605,2035960,7,4506255,0.427010907,6.833333333,0.138888889
242829,2016,6,201606,2006260,7,4506255,0.427010907,6.833333333,0.138888889
242829,2016,7,201607,2054860,7,4506255,0.427010907,6.833333333,0.138888889
242829,2016,8,201608,2054860,7,4506255,0.427010907,6.833333333,0.138888889
242829,2016,9,201609,2054860,7,4506255,0.427010907,6.833333333,0.138888889
242829,2016,10,201610,2054860,7,4506255,0.427010907,6.833333333,0.138888889
242829,2016,11,201611,2054860,7,4506255,0.427010907,6.833333333,0.138888889
242829,2016,12,201612,2054860,7,4506255,0.427010907,6.833333333,0.138888889
242829,2018,1,201801,3459740,12,5555837,0.23291669,13.66666667,1
242829,2018,2,201802,3863840,13,5555837,0.23291669,13.66666667,1
242829,2018,3,201803,3989840,14,5555837,0.23291669,13.66666667,1
242829,2018,4,201804,3701840,13,5555837,0.23291669,13.66666667,1
242829,2018,5,201805,3297740,12,5555837,0.23291669,13.66666667,1
242829,2018,6,201806,3297740,12,5555837,0.23291669,13.66666667,1
242829,2018,7,201807,4055160,13,5555837,0.23291669,13.66666667,1
242829,2018,8,201808,4455660,15,5555837,0.23291669,13.66666667,1
242829,2018,9,201809,4455660,15,5555837,0.23291669,13.66666667,1
242829,2018,10,201810,4455660,15,5555837,0.23291669,13.66666667,1
242829,2018,11,201811,4455660,15,5555837,0.23291669,13.66666667,1
242829,2018,12,201812,4455660,15,5555837,0.23291669,13.66666667,1
243797,2016,1,201601,1719000,12,2294032,,10.33333333,
243797,2016,2,201602,1431000,10,2294032,,10.33333333,
243797,2016,3,201603,1296000,9,2294032,,10.33333333,
243797,2016,4,201604,1296000,9,2294032,,10.33333333,
243797,2016,5,201605,1423980,9,2294032,,10.33333333,
243797,2016,6,201606,1423980,9,2294032,,10.33333333,
243797,2016,7,201607,1853960,11,2294032,,10.33333333,
243797,2016,8,201608,1853960,11,2294032,,10.33333333,
243797,2016,9,201609,1853960,11,2294032,,10.33333333,
243797,2016,10,201610,1853960,11,2294032,,10.33333333,
243797,2016,11,201611,1853960,11,2294032,,10.33333333,
243797,2016,12,201612,1841360,11,2294032,,10.33333333,
243797,2017,1,201701,1841360,11,2819731,0.229159401,11.91666667,0.153225806
243797,2017,2,201702,1715360,10,2819731,0.229159401,11.91666667,0.153225806
243797,2017,3,201703,1715360,10,2819731,0.229159401,11.91666667,0.153225806
243797,2017,4,201704,2250860,12,2819731,0.229159401,11.91666667,0.153225806
243797,2017,5,201705,2475940,13,2819731,0.229159401,11.91666667,0.153225806
243797,2017,6,201706,2475940,13,2819731,0.229159401,11.91666667,0.153225806
243797,2017,7,201707,2768060,13,2819731,0.229159401,11.91666667,0.153225806
243797,2017,8,201708,2678520,12,2819731,0.229159401,11.91666667,0.153225806
243797,2017,9,201709,2678520,12,2819731,0.229159401,11.91666667,0.153225806
243797,2017,10,201710,2786520,13,2819731,0.229159401,11.91666667,0.153225806
243797,2017,11,201711,2642080,12,2819731,0.229159401,11.91666667,0.153225806
243797,2017,12,201712,2642080,12,2819731,0.229159401,11.91666667,0.153225806
243797,2018,1,201801,2220980,10,3478224,0.233530433,13.41666667,0.125874126
243797,2018,2,201802,2220980,10,3478224,0.233530433,13.41666667,0.125874126
243797,2018,3,201803,2220980,10,3478224,0.233530433,13.41666667,0.125874126
243797,2018,4,201804,2964920,13,3478224,0.233530433,13.41666667,0.125874126
243797,2018,5,201805,3222860,14,3478224,0.233530433,13.41666667,0.125874126
243797,2018,6,201806,3164360,14,3478224,0.233530433,13.41666667,0.125874126
243797,2018,7,201807,3648300,15,3478224,0.233530433,13.41666667,0.125874126
243797,2018,8,201808,3648300,15,3478224,0.233530433,13.41666667,0.125874126
243797,2018,9,201809,3648300,15,3478224,0.233530433,13.41666667,0.125874126
243797,2018,10,201810,3918300,16,3478224,0.233530433,13.41666667,0.125874126
243797,2018,11,201811,3686100,15,3478224,0.233530433,13.41666667,0.125874126
243797,2018,12,201812,3533100,14,3478224,0.233530433,13.41666667,0.125874126
249530,2015,11,201511,957220,5,806550,,6,
249530,2015,12,201512,1137220,7,806550,,6,
249530,2016,1,201601,1497220,11,1021183,0.266112454,6.25,0.041666667
249530,2016,2,201602,1497220,11,1021183,0.266112454,6.25,0.041666667
249530,2016,3,201603,957220,5,1021183,0.266112454,6.25,0.041666667
249530,2016,4,201604,957220,5,1021183,0.266112454,6.25,0.041666667
249530,2016,5,201605,1155220,6,1021183,0.266112454,6.25,0.041666667
249530,2016,6,201606,1155220,6,1021183,0.266112454,6.25,0.041666667
249530,2016,7,201607,1364560,6,1021183,0.266112454,6.25,0.041666667
249530,2016,8,201608,1364560,6,1021183,0.266112454,6.25,0.041666667
249530,2016,9,201609,1364560,6,1021183,0.266112454,6.25,0.041666667
249530,2016,10,201610,1187080,5,1021183,0.266112454,6.25,0.041666667
249530,2016,11,201611,965780,4,1021183,0.266112454,6.25,0.041666667
249530,2016,12,201612,965780,4,1021183,0.266112454,6.25,0.041666667
249530,2017,1,201701,1595780,9,1055740,0.033840164,6.5,0.04
249530,2017,2,201702,1156680,4,1055740,0.033840164,6.5,0.04
249530,2017,3,201703,1336680,5,1055740,0.033840164,6.5,0.04
249530,2017,4,201704,1336680,5,1055740,0.033840164,6.5,0.04
249530,2017,5,201705,1687680,6,1055740,0.033840164,6.5,0.04
249530,2017,6,201706,1687680,6,1055740,0.033840164,6.5,0.04
249530,2017,7,201707,1872360,7,1055740,0.033840164,6.5,0.04
249530,2017,8,201708,1872360,7,1055740,0.033840164,6.5,0.04
249530,2017,9,201709,1872360,7,1055740,0.033840164,6.5,0.04
249530,2017,10,201710,1872360,7,1055740,0.033840164,6.5,0.04
249530,2017,11,201711,1872360,7,1055740,0.033840164,6.5,0.04
249530,2017,12,201712,2070360,8,1055740,0.033840164,6.5,0.04
249578,2015,11,201511,1119580,7,7559496,,7,
249578,2015,12,201512,1119580,7,7559496,,7,
249578,2016,1,201601,1047580,7,23418345,2.097871207,7.833333333,0.119047619
249578,2016,2,201602,1047580,7,23418345,2.097871207,7.833333333,0.119047619
249578,2016,3,201603,1047580,7,23418345,2.097871207,7.833333333,0.119047619
249578,2016,4,201604,1047580,7,23418345,2.097871207,7.833333333,0.119047619
249578,2016,5,201605,1047580,7,23418345,2.097871207,7.833333333,0.119047619
249578,2016,6,201606,1240100,7,23418345,2.097871207,7.833333333,0.119047619
249578,2016,7,201607,1634460,7,23418345,2.097871207,7.833333333,0.119047619
249578,2016,8,201608,2228460,10,23418345,2.097871207,7.833333333,0.119047619
249578,2016,9,201609,2095360,9,23418345,2.097871207,7.833333333,0.119047619
249578,2016,10,201610,2095360,9,23418345,2.097871207,7.833333333,0.119047619
249578,2016,11,201611,1987360,8,23418345,2.097871207,7.833333333,0.119047619
249578,2016,12,201612,2113360,9,23418345,2.097871207,7.833333333,0.119047619
249578,2018,1,201801,1902200,9,26081657,0.113727593,10.5,0.340425532
249578,2018,2,201802,1521960,8,26081657,0.113727593,10.5,0.340425532
249578,2018,3,201803,1646160,9,26081657,0.113727593,10.5,0.340425532
249578,2018,4,201804,1646160,9,26081657,0.113727593,10.5,0.340425532
249578,2018,5,201805,1961160,10,26081657,0.113727593,10.5,0.340425532
249578,2018,6,201806,2365260,11,26081657,0.113727593,10.5,0.340425532
249578,2018,7,201807,2743060,12,26081657,0.113727593,10.5,0.340425532
249578,2018,8,201808,2564860,12,26081657,0.113727593,10.5,0.340425532
249578,2018,9,201809,2564860,12,26081657,0.113727593,10.5,0.340425532
249578,2018,10,201810,2443100,11,26081657,0.113727593,10.5,0.340425532
249578,2018,11,201811,2131700,11,26081657,0.113727593,10.5,0.340425532
249578,2018,12,201812,2401700,12,26081657,0.113727593,10.5,0.340425532
250887,2015,11,201511,1569380,7,5990449,,7,
250887,2015,12,201512,1569380,7,5990449,,7,
250887,2016,1,201601,1569380,7,6091325,0.016839472,7,0
250887,2016,2,201602,1569380,7,6091325,0.016839472,7,0
250887,2016,3,201603,1569380,7,6091325,0.016839472,7,0
250887,2016,4,201604,1569380,7,6091325,0.016839472,7,0
250887,2016,5,201605,1569380,7,6091325,0.016839472,7,0
250887,2016,6,201606,1569380,7,6091325,0.016839472,7,0
250887,2016,7,201607,1807100,7,6091325,0.016839472,7,0
250887,2016,8,201608,1807100,7,6091325,0.016839472,7,0
250887,2016,9,201609,1807100,7,6091325,0.016839472,7,0
250887,2016,10,201610,1807100,7,6091325,0.016839472,7,0
250887,2016,11,201611,1807100,7,6091325,0.016839472,7,0
250887,2016,12,201612,1807100,7,6091325,0.016839472,7,0
250887,2018,1,201801,1799140,8,15772061,1.589266046,10.16666667,0.452380952
250887,2018,2,201802,1799140,8,15772061,1.589266046,10.16666667,0.452380952
250887,2018,3,201803,2390700,10,15772061,1.589266046,10.16666667,0.452380952
250887,2018,4,201804,2390700,10,15772061,1.589266046,10.16666667,0.452380952
250887,2018,5,201805,2390700,10,15772061,1.589266046,10.16666667,0.452380952
250887,2018,6,201806,2390700,10,15772061,1.589266046,10.16666667,0.452380952
250887,2018,7,201807,3108740,12,15772061,1.589266046,10.16666667,0.452380952
250887,2018,8,201808,2738580,11,15772061,1.589266046,10.16666667,0.452380952
250887,2018,9,201809,2549400,10,15772061,1.589266046,10.16666667,0.452380952
250887,2018,10,201810,2863580,11,15772061,1.589266046,10.16666667,0.452380952
250887,2018,11,201811,2526080,10,15772061,1.589266046,10.16666667,0.452380952
250887,2018,12,201812,3242660,12,15772061,1.589266046,10.16666667,0.452380952
251111,2015,11,201511,1316220,6,715575,,6,
251111,2015,12,201512,1316220,6,715575,,6,
251111,2016,1,201601,1316220,6,1656610,1.315075289,7,0.166666667
251111,2016,2,201602,935980,4,1656610,1.315075289,7,0.166666667
251111,2016,3,201603,1151980,5,1656610,1.315075289,7,0.166666667
251111,2016,4,201604,1340980,6,1656610,1.315075289,7,0.166666667
251111,2016,5,201605,1151980,5,1656610,1.315075289,7,0.166666667
251111,2016,6,201606,1646980,8,1656610,1.315075289,7,0.166666667
251111,2016,7,201607,2030400,8,1656610,1.315075289,7,0.166666667
251111,2016,8,201608,1868400,7,1656610,1.315075289,7,0.166666667
251111,2016,9,201609,2057400,8,1656610,1.315075289,7,0.166666667
251111,2016,10,201610,2057400,8,1656610,1.315075289,7,0.166666667
251111,2016,11,201611,2305800,9,1656610,1.315075289,7,0.166666667
251111,2016,12,201612,2458800,10,1656610,1.315075289,7,0.166666667
251111,2018,1,201801,1929140,9,2700727,0.630273269,8.083333333,0.154761905
251111,2018,2,201802,1785140,8,2700727,0.630273269,8.083333333,0.154761905
251111,2018,3,201803,1659140,7,2700727,0.630273269,8.083333333,0.154761905
251111,2018,4,201804,1564020,6,2700727,0.630273269,8.083333333,0.154761905
251111,2018,5,201805,1735020,7,2700727,0.630273269,8.083333333,0.154761905
251111,2018,6,201806,1762020,7,2700727,0.630273269,8.083333333,0.154761905
251111,2018,7,201807,1946420,7,2700727,0.630273269,8.083333333,0.154761905
251111,2018,8,201808,2072420,8,2700727,0.630273269,8.083333333,0.154761905
251111,2018,9,201809,2288420,9,2700727,0.630273269,8.083333333,0.154761905
251111,2018,10,201810,2279420,9,2700727,0.630273269,8.083333333,0.154761905
251111,2018,11,201811,2441420,10,2700727,0.630273269,8.083333333,0.154761905
